bibcode,title,author,pubdate,url,abstract,keywords
2017LPICo2041.5021C,Lunar Ice Cube: Development of a Deep Space Cubesat Mission,"Clark, P. E.; Malphrus, B.; McElroy, D.; Schabert, J.; Wilczewski, S.; Farrell, W.; Brambora, C.; Macdowall, R.; Folta, D.; Hurford, T.; Patel, D.; Banks, S.; Reuter, D.; Brown, K.; Angkasa, K.; Tsay, M.",2017-10-00,https://www.hou.usra.edu/meetings/leag2017/pdf/5021.pdf,"Lunar Ice Cube, a 6U deep space cubesat mission, will be deployed by EM1. It will demonstrate cubesat propulsion, the Busek BIT 3 RF Ion engine, and a compact instrument capable of addressing HEOMD Strategic Knowledge Gaps related to lunar volatiles.",
2017LPICo2041.5022J,Synthesizing Surface and Subsurface Measurements of Water Ice in the Polar Regions of the Moon,"Jordan, A. P.; Wilson, J. K.; Schwadron, N. A.; Spence, H. E.",2017-10-00,https://www.hou.usra.edu/meetings/leag2017/pdf/5022.pdf,"Though surface and subsurface data may disagree about the location of water ice near the lunar poles on small scales, we show they are well-correlated on very large scales, with water ice being distributed down to about +/-70 degrees latitude.",
2017LPICo2041.5023M,LRO-LAMP Observations of Illumination Conditions in the Lunar South Pole Permanently Shaded Regions,"Mandt, K. E.; Mazarico, E.; Greathouse, T. K.; Byron, B.; Retherford, K. D.; Gladstone, G. R.; Liu, Y.; Hendrix, A. R.; Hurley, D. M.; Stickle, A.; Patterson, G. W.; Cahill, J.; Williams, J. -P.",2017-10-00,https://www.hou.usra.edu/meetings/leag2017/pdf/5023.pdf,LRO-LAMP is able to observe scattered sunlight within the south pole PSRs. We compare these observations to illumination models and other LRO datasets.,
2017LPICo2041.5024H,Geologic Exploration Enabled by Optimized Science Operations on the Lunar Surface,"Heldmann, J. L.; Lim, D. S. S.; Colaprete, A.; Garry, W. B.; Hughes, S. S.; Kobs Nawotniak, S.; Sehlke, A.; Neish, C.; Osinski, G. R.; Hodges, K.; Abercromby, A.; Cohen, B. A.; Cook, A.; Elphic, R.; Mallonee, H.; Matiella Novak, A.; Rader, E.; Sears, D.; Sears, H.; Finesse Team; Basalt Team",2017-10-00,https://www.hou.usra.edu/meetings/leag2017/pdf/5024.pdf,"We present detailed geologic field studies that can best be accomplished through in situ investigations on the Moon, and the associated recommendations for human and robotic mission capabilities and concepts of operations for lunar surface missions.",
2017LPICo2041.5025C,Resource Prospector: Evaluating the ISRU Potential of the Lunar Poles,"Colaprete, A.; Elphic, R.; Andrews, D.; Trimble, J.; Bluethmann, B.; Quinn, J.; Chavers, G.",2017-10-00,https://www.hou.usra.edu/meetings/leag2017/pdf/5025.pdf,"This talk will provide an overview of the Resource Prospector mission with an emphasis on mission goals and measurements, and will provide an update as to its current status.",
2017LPICo2041.5027K,Science Enabled by Getting to a Swirl,"Kramer, G. Y.",2017-10-00,https://www.hou.usra.edu/meetings/leag2017/pdf/5027.pdf,"The bright, optically immature, curvilinear, magnomaphile surface features known as lunar swirls should be the target of the next lunar mission.",
2017LPICo2041.5028S,Drilling Regolith: Why Is It So Difficult?,"Schmitt, H. H.",2017-10-00,https://www.hou.usra.edu/meetings/leag2017/pdf/5028.pdf,"The Apollo rotary percussive drill system penetrated the lunar regolith with reasonable efficiency; however, extraction of the drill core stem proved to be very difficult on all three missions. Retractable drill stem flutes may solve this problem.",
2017LPICo2041.5029R,Developing and Testing Lunar Technologies in a Controlled Simulation Lab Using Simulants Built from the Particle Level Up,"Roux, V. G.; Roth, M. C.",2017-10-00,https://www.hou.usra.edu/meetings/leag2017/pdf/5029.pdf,"Off Planet Research replicated the natural formation processes on the Moon and then fully characterized regolith formation at the particle level, including agglutinates, so these simulants are very close approximations of true lunar regolith.",
2017LPICo2041.5030C,Near-Surface Age Distribution of Lunar Impact-Melt Rocks,"Curran, N. M.; Bower, D. M.; Cohen, B. A.",2017-10-00,https://www.hou.usra.edu/meetings/leag2017/pdf/5030.pdf,"Grouping impact-melt rocks from Apollo 16 double-drive tube in preparation for age determination of these samples. The study uses a combination of major-element chemistry, mineralogy, and age to understand impact history of Apollo 16 lunar site.",
2017LPICo2041.5031H,The Lunar Water Assessment Transport Evolution and Resource (WATER) Mission Concept Study,"Hibbitts, C. A.; Blewett, D.; Brandt, P.; Burke, L.; Clyde, B.; Cohen, B.; Dankanich, J.; Hurley, D.; Klima, R.; Lawrence, D.; Patterson, W.; Plescia, J.; Sunshine, J.; Westlake, J.",2017-10-00,https://www.hou.usra.edu/meetings/leag2017/pdf/5031.pdf,We will describe the Lunar Water Assessment Transport Evolution and Resource mission concept study that is funded under the NASA PSDS3 program.,
2017LPICo2041.5032I,Structural Members Produced from Unrefined Lunar Regolith Simulant,"Indyk, S.; Benaroya, H.",2017-10-00,https://www.hou.usra.edu/meetings/leag2017/pdf/5032.pdf,This topic will present data analysis and findings from experimental results from sintered lunar simulant testing for material properties.,
2017LPICo2041.5033S,Enabling Mid-Infrared Spectral Analysis on the Lunar Surface,"Shirley, K. A.; Glotch, T. D.; Ito, G.; Rogers, A. D.",2017-10-00,https://www.hou.usra.edu/meetings/leag2017/pdf/5033.pdf,Mid-infrared spectroscopy is a powerful tool in identifying areas of scientific or exploratory interest. Here we demonstrate the necessity of a simulated lunar environment spectral database to be used in conjunction with handheld MIR instruments.,
2017LPICo2041.5034S,Modeling Sodium Abundance Variations in the Lunar Crust: A Likely Proxy of Past Solar System History and a Potential Guide to Close-In Rocky Exoplanets,"Saxena, P.; Killen, R. M.; Petro, N. E.; Airapetian, V.; Mandell, A. M.",2017-10-00,https://www.hou.usra.edu/meetings/leag2017/pdf/5034.pdf,The initial sodium budget of the Moon may have been depleted/transported from the surface post-formation. Abundance variations in crustal samples may be a powerful tool towards exploring conditions on the Moon's surface through solar system history.,
2017LPICo2041.5036F,DREAM2 Studies in Support of Human Exploration of the Moon,"Farrell, W. M.; Killen, R. M.; Delory, G. T.; Dream2 Team",2017-10-00,https://www.hou.usra.edu/meetings/leag2017/pdf/5036.pdf,We describe some of the exploration-enabling activities of the DREAM2 team.,
2017LPICo2041.5040D,A New Approach Towards Deployment of Far Side Lunar SETI Using a Tethered Link to a Near Side Antenna,"Datta, L. V.; Guven, U.; Goel, E.",2017-10-00,https://www.hou.usra.edu/meetings/leag2017/pdf/5040.pdf,"Keeping in pace with the recent growth in interest in deployable space telescopes for detection of extra-solar objects, we suggest a feasible approach to make a lunar far side SETI mission a reality with the technology. available today.",
2017LPICo2041.5042K,Astrobotic Research and Development: New Technology for Lunar Science and Exploration,"Kitchell, J. F.; Horchler, A. D.; Snyder, K.; Amoroso, E.",2017-10-00,https://www.hou.usra.edu/meetings/leag2017/pdf/5042.pdf,Astrobotic will present recent work on a range of space robotics technologies relevant to the lunar science and exploration communities.,
2017LPICo2041.5046P,Mini-RF S- and X-Band Bistatic Radar Observations of the Moon,"Patterson, G. W.; Carter, L. M.; Stickle, A. M.; Cahill, J. T. S.; Nolan, M. C.; Morgan, G. A.; Schroeder, D. M.; Mini-RF Team",2017-10-00,https://www.hou.usra.edu/meetings/leag2017/pdf/5046.pdf,Mini-RF is operating in concert with the Arecibo Observatory and the Goldstone DSS-13 antenna to collect bistatic radar data. We will provide an update on science questions being addressed by the Mini-RF team in the current LRO extended mission.,
2017LPICo2041.5047B,Determining the Mineralogy of Lunar Samples Using Micro Raman Spectroscopy: Comparisons Between Polished and Unpolished Samples,"Bower, D. M.; Curran, N. M.; Cohen, B. A.",2017-10-00,https://www.hou.usra.edu/meetings/leag2017/pdf/5047.pdf,"Raman spectroscopy is a versatile non-destructive analytical technique that provides compositional and contextual information for geologic samples, including lunar rocks. We have analyzed a suite of Apollo 16 samples using micro Raman spectroscopy.",
2017LPICo2041.5048L,The Lunar Volatiles Orbiter: A Lunar Discovery Mission Concept,"Lucey, P. G.; Petro, N. E.; Hurley, D.; Farrell, W.; Sun, X.; Green, R.; Greenberger, R.; Cameron, D.",2017-10-00,https://www.hou.usra.edu/meetings/leag2017/pdf/5048.pdf,The Lunar Volatiles Orbiter is a discovery-class mission concept which leverages the spacecraft design and operations experience of LRO. LVO is aimed at understanding the current state of volatiles on the Moon with an emphasis on current dynamics.,
2017LPICo2041.5049K,Building on the Cornerstone Mission: Focused LRO Workshops to Support Science Team Synergies,"Keller, J. W.; Petro, N. E.",2017-10-00,https://www.hou.usra.edu/meetings/leag2017/pdf/5049.pdf,"During the Cornerstone Mission, the LRO instrument teams have identified a number of key science themes that drive their observations during the extended mission. These themes serve as a basis for the identification of the thematic workshops.",
2017LPICo2041.5050R,Far-Ultraviolet Bidirectional Photometry of Apollo Soil 10084: Laboratory Studies in the Southwest Ultraviolet Reflectance Chamber (SwURC),"Raut, U.; Karnes, P. L.; Retherford, K. D.; Davis, M. W.; Patrick, E. L.; Liu, Y.; Mokashi, P.",2017-10-00,https://www.hou.usra.edu/meetings/leag2017/pdf/5050.pdf,"We present new far-ultraviolet bidirectional reflectance spectra of Apollo soil 10084. The FUV spectra this mare soil is featureless, though with a small blue slope. Increased reflectance at high phase imply the grains forward-scatter FUV photons.",
2017LPICo2041.5053R,MAPSIT and a Roadmap for Lunar and Planetary Spatial Data Infrastructure,"Radebaugh, J.; Archinal, B.; Beyer, R.; DellaGiustina, D.; Fassett, C.; Gaddis, L.; Hagerty, J.; Hare, T.; Laura, J.; Lawrence, S. J.; Mazarico, E.; Naß, A.; Patthoff, A.; Skinner, J.; Sutton, S.; Thomson, B. J.; Williams, D.",2017-10-00,https://www.hou.usra.edu/meetings/leag2017/pdf/5053.pdf,"We describe MAPSIT, and the development of a roadmap for lunar and planetary SDI, based on previous relevant documents and community input, and consider how to best advance lunar science, exploration, and commercial development.",
2017LPICo2041.5054H,Canadian Space Agency Activities and Science Priorities Related to Lunar Surface Exploration,"Hipkin, V. J.; Picard, M.; Haltigin, T.; Gonthier, Y.; Lange, C.; Jean, P.",2017-10-00,https://www.hou.usra.edu/meetings/leag2017/pdf/5054.pdf,"Canadian Space Agency activities: Canadian science priorities for lunar surface exploration, rover technology development, mission concept study for rover element of lunar sample return.",
2017LPICo2041.5067C,Magnetic Field Measurements on the Lunar Surface: Lessons Learned from Apollo and Science Enabled by Future Missions,"Chi, P. J.",2017-10-00,https://www.hou.usra.edu/meetings/leag2017/pdf/5067.pdf,"We discuss the science to be enabled by new magnetometer measurements on the lunar surface, based on results from Apollo and other lunar missions. Also discussed are approaches to deploying magnetometers on the lunar surface with today's technology.",
2017LPICo2041.5068N,A Moon Sample Return Campaign Will Advance Lunar and Solar System Science and Exploration,"Neal, C. R.; Lawrence, S. J.",2017-10-00,https://www.hou.usra.edu/meetings/leag2017/pdf/5068.pdf,Using private commercial companies to initiate a lunar sample return campaign funded by NASA Planetary Science Division that will advance lunar and solar system science and exploration.,
2017LPICo2041.5069K,Scientific Outreach of the Lunar Expedition I.0 in the Lunares Habitat in Poland,"Kołodziejczyk, A. M.; Rudolf, A.; Gocyła, M.; Młyńczak, M.; Wierzejska, E.; Waśniowski, A.; Davidova, L.; Konorski, P.; Słonina, M.; Budzyń, D.; Kuźma, J.; Ambroszkiewicz, G.; Harasymczuk, M.; Foing, B. H.",2017-10-00,https://www.hou.usra.edu/meetings/leag2017/pdf/5069.pdf,Lunares is a chronobiological laboratory to perform advanced studies on humans in controlled MoonMars conditions. Results from The Lunar Expedition I.0 reveal unique properties of the base for future human spaceflight investigation.,
2017LPICo2041.5070D,"Lunar, Cislunar, Near/Farside Laser Retroreflectors for the Accurate: Positioning of Landers/Rovers/Hoppers/Orbiters, Commercial Georeferencing, Test of Relativistic Gravity, and Metrics of the Lunar Interior","Dell'Agnello, S.; Currie, D.; Ciocci, E.; Contessa, S.; Delle Monache, G.; March, R.; Martini, M.; Mondaini, C.; Porcelli, L.; Salvatori, L.; Tibuzzi, M.; Bianco, G.; Vittori, R.; Chandler, J.; Murphy, T.; Maiello, M.; Petrassi, M.; Lomastro, A.",2017-10-00,https://www.hou.usra.edu/meetings/leag2017/pdf/5070.pdf,"We developed next-generation lunar, cislunar, near/farside laser retroreflectors for the improved/accurate: Positioning of landers/rovers/hoppers/orbiters, commercial georeferencing, test of relativistic gravity, and metrics of the lunar interior.",
2017LPICo2041.5071A,MoonMars Astronaut and CapCom Protocols: ESTEC and LunAres PMAS Simulations,"Authier, L.; Blanc, A.; Foing, B. H.; Lillo, A.; Evellin, P.; Kołodziejczyk, A.; Heinicke, C.; Harasymczuk, M.; Chahla, C.; Tomic, A.; Hettrich, S.; PMAS Astronauts",2017-10-00,https://www.hou.usra.edu/meetings/leag2017/pdf/5071.pdf,"ILEWG developed since 2008 a Mobile Laboratory Habitat (ExoHab) at ESTEC which was tested during a short simulation in July. It was a foretaste of the PMAS mission on 31 July-14 August in LunAres base at Pila, with mission control in Torun, Poland.",
2017LPICo2041.5072B,Logistics for MoonMars Simulation Habitats: ExoHab ESTEC and LunAres Poland,"Blanc, A.; Authier, L.; Foing, B. H.; Lillo, A.; Evellin, P.; Kołodziejczyk, A.; Heinicke, C.; Harasymczuk, M.; Chahla, C.; Tomic, A.; Hettrich, S.",2017-10-00,https://www.hou.usra.edu/meetings/leag2017/pdf/5072.pdf,ILEWG developed within EuroMoonMars research programme since 2008 a Mobile Laboratory Habitat (ExoHab) at ESTEC. Its organization led to logistic concerns our team had to work on. We contributed also to the installation of LunAres in Poland.,
2017LPICo2041.5073F,"ILEWG EuroMoonMars Research, Technology, and Field Simulation Campaigns","Foing, B. H.; Lillo, A.; Evellin, P.; Kołodziejczyk, A.; Heinicke, C.; Harasymczuk, M.; Authier, L.; Blanc, A.; Chahla, C.; Tomic, A.; Mirino, M.; Schlacht, I.; Hettrich, S.; Pacher, T.; Maller, L.; Decadi, A.; Villa-Massone, J.; Preusterink, J.; Neklesa, A.; Barzilay, A.; Volkova, T.",2017-10-00,https://www.hou.usra.edu/meetings/leag2017/pdf/5073.pdf,"ILEWG developed since 2008, ""EuroMoonMars"" pilot research with a Robotic Test Bench (ExoGeoLab) and a Mobile Laboratory Habitat (ExoHab) at ESTEC. Field campaigns were e.g. in ESTEC, EAC, at Utah MDRS, Eifel, and LunAres base at Pila Poland in 2017.",
