bibcode,url,title,abstract,pubdate,author,keywords
2008LPICo1446...42C,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4007.pdf,MoonLITE: A Cost Effective Proposal for Advancing Multiple Objectives in Lunar Science and Exploration,,2008-10-00,"Crawford, I. A.; Smith, A.; Gowen, R. A.; Moonlite Science Working Group; Uk Penetrator Consortium",
2008LPICo1446...43C,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4073.pdf,Inertial Filtration of Lunar Dust in Reduced Gravity,,2008-10-00,"Crosby, K. M.; Agui, J.; Pennington, C.; Sorensen, E.; Martin, E.; Fritz, I.; Frye, B.",
2008LPICo1446...44C,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4069.pdf,A Proposed Geotechnical GIS for Lunar Exploration,,2008-10-00,"Croukamp, L.",
2008LPICo1446...45C,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4131.pdf,Constellation and Lunar Architecture Overview,,2008-10-00,"Culbert, C.",
2008LPICo1446...46D,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4129.pdf,Plans for Involving the Commercial Sector in Space Exploration,,2008-10-00,"Davidian, K.",
2008LPICo1446...47D,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4009.pdf,Models for the Lunar Radiation Environment,,2008-10-00,"de Angelis, G.; Badavi, F. F.; Blattnig, S. R.; Clem, J. M.; Clowdsley, M. S.; Tripathi, R. K.; Wilson, J. W.",
2008LPICo1446...48D,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4039.pdf,High Resolution Maps of the Moon Surface with AMIE/SMART-1,,2008-10-00,"Despan, D.; Erard, S.; Barucci, A.; Josset, J. -L.; Beauvivre, S.; Chevrel, S.; Pinet, P.; Koschny, D.; Almeida, M.; Grieger, B.; Foing, B. H.; Amie Team",
2008LPICo1446...49D,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4042.pdf,Contract Incentives for an Open Architecture International Lunar Network Including Google Lunar X-Prize,,2008-10-00,"Dunlop, D. A.",
2008LPICo1446...50D,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4053.pdf,"International Lunar Observatory Association (ILOA): 3 Mission Update - ILO-X Precursor, ILO-1 Polar, ILO Human Service Mission",,2008-10-00,"Durst, S.",
2008LPICo1446...51E,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4109.pdf,What Astrobiology Investigations are Needed and Possible on the Moon?,,2008-10-00,"Ehrenfreund, P.; Foing, B. H.",
2008LPICo1446...52E,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4055.pdf,"Lunar Crater Observation and Sensing Satellite (LCROSS) Science Payload Ground Development, Test, and Calibration",,2008-10-00,"Ennico, K.; Colaprete, A.; Heldmann, J.; Kojima, G.; Lynch, D.; Shirley, M.; Wooden, D.",
2008LPICo1446...53E,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4082.pdf,Geologic Preparation for Exploring the Moon and Planets: Using the Past as a Key to the Present,,2008-10-00,"Eppler, D. B.",
2008LPICo1446...54F,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4101.pdf,Report from ILEWG on Science and Exploration Questions,,2008-10-00,"Foing, B. H.; International Lunar Exploration Working Group",
2008LPICo1446...55F,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4099.pdf,SMART-1 Results and Lessons Learned for Preparing Future Exploration,,2008-10-00,"Foing, B. H.; Koschny, D.; Grieger, B.; Josset, J. -L.; Beauvivre, S.; Grande, M.; Crawford, I.; Swinyard, B.; Huovelin, J.; Alha, L.; Keller, H. U.; Mall, U.; Nathues, A.; Malkki, A.; Noci, G.; Sodnik, Z.; Kellett, B.; Pinet, P.; Chevrel, S.; Cerroni, P.; de Sanctis, M. C.; Barucci, M. A.; Erard, S.; Despan, D.; Muinonen, K.; Naranen, J.; Shevchenko, V.; Shkuratov, Y.; Ellouzi, M.; Peters, S.; Bexkens, F.; Borst, A.; Odum, C.; Boche-Sauvan, L.; Monaghan, E.; Wills, D.; Almeida, M.; Frew, D.; Volp, J.; Heather, D.; McMannamon, P.; Camino, O.; Racca, G.",
2008LPICo1446...56F,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4049.pdf,Improving Lunar Surface Science with Robotic Recon,,2008-10-00,"Fong, T.; Deans, M.; Lee, P.; Heldmann, J.; Kring, D.; Heggy, E.; Landis, R.",
2008LPICo1446...57G,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4027.pdf,Lunar Beagle: A Science Package for Measuring Polar Ice and Volatiles on the Moon,,2008-10-00,"Gibson, E. K.; Pillinger, C. T.; McKay, D. S.; Wright, I. P.; Sims, M. R.; Richter, L.; Waugh, L.; Lunar Beagle Consortium",
2008LPICo1446...58G,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4013.pdf,Progress of the MoonLITE Penetrators,,2008-10-00,"Gowen, R. A.; Smith, A.",
2008LPICo1446...59G,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4059.pdf,C1XS - The Chandrayaan-1 X-Ray Spectrometer,,2008-10-00,"Grande, M.; Maddison, B. J.; Sreekumar, P.; Huovelin, J.; Kellett, B. J.; Howe, C. J.; Crawford, I. A.; Smith, D. R.; C1XS Team",
2008LPICo1446...60G,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4118.pdf,Lunar Exploration Surface Scenarios Measured by Scientific Goals and Objectives,,2008-10-00,"Gruener, J. E.",
2008LPICo1446...61G,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4123.pdf,Living on the Lunar Surface - A Minimalist Approach,,2008-10-00,"Guest, A. N.; Hofstetter, W. K.; Cunio, P. M.; McLinko, R.; Grosse, E.; Hoffman, J. A.",
2008LPICo1446...62G,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4057.pdf,Toward Moon-based Very Long-Wavelength Radio Astronomy Facility: Science Drives and Technological Challenges,,2008-10-00,"Gurvits, L. I.; Falcke, H.",
2008LPICo1446...63H,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4051.pdf,Lunar Crater Observation and Sensing Satellite (LCROSS) Mission: Opportunities for Observations of the Impact Plumes from Ground-based and Space-based Telescopes,,2008-10-00,"Heldmann, J. L.; Colaprete, A.; Wooden, D.; Asphaug, E.; Schultz, P.; Plesko, C. S.; Ong, L.; Korycansky, D.; Galal, K.; Briggs, G.",
2008LPICo1446...64H,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4062.pdf,The Use of Solar Heating and Heat Cured Polymers for Lunar Surface Stabilization,,2008-10-00,"Hintze, P. E.; Curran, J. P.; Back, T. A.",
2008LPICo1446...65H,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4012.pdf,On Station Keeping of Spacecrafts with Solar Sail Around the Earth-Moon Collinear Libration Points,,2008-10-00,"Hou, X. Y.; Liu, L.; Zhang, W.",
2008LPICo1446...66H,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4085.pdf,ESA Preparation for Human Exploration,,2008-10-00,"Hovland, S.",
2008LPICo1446...67H,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4005.pdf,The NASA-ESA Comparative Architecture Assessment,,2008-10-00,"Hufenbach, B.; Leshner, R.",
2008LPICo1446...68H,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4024.pdf,European Lunar Landing System,,2008-10-00,"Hufenbach, B.; Mongrard, O.; Carey, W.",
2008LPICo1446...69I,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4108.pdf,Method to Investigate the Charging Characteristics of Lunar Dust Particles,,2008-10-00,"Irwin, S. A.; Durrance, S. T.; Buhler, C. R.; Calle, C. I.",
2008LPICo1446...70J,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4014.pdf,The Scientific Case for the Chandrayaan-1 X-Ray Spectrometer,,2008-10-00,"Joy, K. H.; Crawford, I. A.; Kellett, B. J.; Grande, M.; C1XS Science Team",
2008LPICo1446...71K,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4004.pdf,Electromagnetic Cleaner of Lunar Dust Adhered to Spacesuit,,2008-10-00,"Kawamoto, H.; Inoue, H.; Abe, Y.",
2008LPICo1446...72K,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4003.pdf,Electrostatic Cleaner of Lunar Dust on Solar Panel and Optical Lens,,2008-10-00,"Kawamoto, H.; Uchiyama, M.",
2008LPICo1446...73K,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4102.pdf,Astronomy from the Moon: Possible Science Investigations and Precursors,,2008-10-00,"Kissi-Ameyaw, J.; Monaghan, E. P.; Foing, B. H.",
2008LPICo1446...74K,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4107.pdf,Linkage Between Future Combat Systems and Human Exploration of Planetary Surfaces,,2008-10-00,"Klaus, K.",
2008LPICo1446...75K,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4078.pdf,Robotic and Human Exploration of the Schrödinger Basin,,2008-10-00,"Kohout, T.; O'Sullivan, K.; Losiak, A.; Kring, D.; Thaisen, K.; Weider, S.",
2008LPICo1446...76K,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4066.pdf,Commercial Lunar Data Collection and Licensing to Reduce Exploration Costs,,2008-10-00,"Kohut, J. N.; Gump, D. P.",
2008LPICo1446...77K,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4041.pdf,Enhanced GPS Accuracy Using Lunar Transponders,,2008-10-00,"Konesky, G. A.",
2008LPICo1446...78K,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4020.pdf,In-Situ Resource Management (ISRU): Extraction of Lunar Oxygen Resources (ELOR),,2008-10-00,"Krishna, T. N.; Rakesh, A.; Raja, R. P.",
2008LPICo1446...79K,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4119.pdf,Secondary Payload Architecture for Lunar Comm Relay Satellites,,2008-10-00,"Kroening, K.; Sollitt, L. S.; Segura, T.; Spittler, C.",
2008LPICo1446...80L,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4033.pdf,Analogue Missions as an Integration Mechanism to Develop Lunar Exploration Strategies,,2008-10-00,"Lebeuf, M.; Mader, M. M.; Williamson, M. C.",
2008LPICo1446...81L,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4126.pdf,Terrestrial Analogs for Lunar Science and Exploration: A Systematic Approach,,2008-10-00,"Lee, P.; Abercromby, A.; Braham, S.; Deans, M.; Fong, T.; Glass, B.; Hoffman, S.; McKay, C. P.; Wilkinson, N.",
2008LPICo1446...82L,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4058.pdf,A Modification and Analysis of Lagrangian Trajectory Modeling and Granular Dynamics of Lunar Dust Particles,,2008-10-00,"Long, J. M.; Lane, J. E.; Metzger, P. T.",
2008LPICo1446...83L,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4072.pdf,Establishing a Precise Absolute Chronology of the Moon - A Need for Robotic Missions,,2008-10-00,"Losiak, A.; Kohout, T.; O'Sulllivan, K.; Thaisen, K.; Weider, S.; Kring, D.",
2008LPICo1446...84L,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4065.pdf,Addressing International Lunar Surface Operations,,2008-10-00,"Lupisella, M.; Eppler, D.; Arnold, L.; Landis, R.; Gates, M.; Hovland, S.; Foing, B.; Olds, J.; Depasquale, D.; Lewis, R.; Hyatt, M.; Conley, C.; Mandl, D.; Talabac, S.; McNamara, K.; Perino, M. A.; Alkalai, L.; Morrow, C.; Burke, J.",
2008LPICo1446...85M,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4035.pdf,The Use of Lunar Lava Tubes as Emergency Shelters and Supply Depots,,2008-10-00,"Mardon, A. A.; Mardon, C. A.",
2008LPICo1446...86M,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4076.pdf,Japanese 1st Moon Lander SELENE-2 as SELENE Follow-On,,2008-10-00,"Matsumoto, K.; Hashimoto, T.; Hoshino, T.; Tanaka, S.; Otsuki, M.; Kawaguchi, J.",
2008LPICo1446...87M,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4094.pdf,Simulating Lunar Landing Site Illumination with Synthetic DEMs,,2008-10-00,"McGovern, J. A.; Blewett, D. T.; Patterson, G. W.; Lopez, N. R.",
2008LPICo1446...88M,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4028.pdf,"Moon Orbiter, Propulsion Issues",,2008-10-00,"Mengaldo, G.; Moro, V.; Rossettini, L.; Bandera, A.; Maggi, F.",
2008LPICo1446...89M,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4092.pdf,Unpressurized Cargo ORION a Launch Opportunities for Lunar Missions,,2008-10-00,"Milam, M. B.; Lewis, R.",
2008LPICo1446...90M,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4083.pdf,Seismic Measurements on the Moon: Objectives and Network Architectures,,2008-10-00,"Mimoun, D.; Lognonne, P.; Gagnepain-Beyneix, J.; Giardini, D.; Nebut, T.; Tillier, S.; Gabsi, T.; Garcia, R.",
2008LPICo1446...91M,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4097.pdf,Enabling Sustainable Habitation at the Lunar Base,,2008-10-00,"Mitchell, C. A.; Both, A. J.; Bourget, C. M.; Brown, C. S.; Ferl, R. J.; Gianfagna, T. J.; Janes, H. W.; Lomax, T. L.; Massa, G. D.; Monje, O.; Morrow, R. C.; Orvis, K. O.; Paul, A. L.; Sederoff, H. W.; Stutte, G. W.; Wheeler, R. M.; Yorio, N. C.",
2008LPICo1446...92M,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4047.pdf,Water and Chlorine Indicator on the Moon with Akaganeite-like Composition,,2008-10-00,"Miura, Y.",
2008LPICo1446...93M,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4023.pdf,European Architecture for Lunar Exploration,,2008-10-00,"Mongrard, O.; Schlutz, J.; Hufenbach, B.",
2008LPICo1446...94M,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4071.pdf,Design of Root Modules for a Lunar Salad Machine,,2008-10-00,"Monje, O.; Wheeler, R. M.; Jones, S.; Mitchell, C. A.",
2008LPICo1446...95N,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4011.pdf,Solar Thermal Power System for Oxygen Production from Lunar Regolith: Engineering System Development,,2008-10-00,"Nakamura, T.; Smith, B. K.; Gustafson, R. J.",
2008LPICo1446...96N,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4132.pdf,The Lunar Exploration Roadmap,,2008-10-00,"Neal, C. R.",
2008LPICo1446...97N,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4034.pdf,Optical and Low Frequency Radio Observatory on the Moon,,2008-10-00,"Noda, H.; Hanada, H.; Iwata, T.; Kawano, N.; Sasaki, S.; Araki, H.; Imamura, T.",
2008LPICo1446...98O,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4061.pdf,Optimizing Lunar Surface Activities: LiDAR and mSM as Scientific Tools?,,2008-10-00,"Osinski, G. R.; Barfoot, T.; Ghafoor, N.; Jasiobedzki, P.; Tripp, J.; Richards, R.; Haltigin, T.; Banerjee, N.; Izawa, M.; Auclair, S.",
2008LPICo1446...99O,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4081.pdf,Schrödinger Basin: A Geologically Diverse Landing Area,,2008-10-00,"O'Sullivan, K.; Kohout, T.; Losiak, A.; Kring, D.; Thaisen, K.; Weider, S.",
2008LPICo1446..100P,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4095.pdf,Characterizing Potential Lunar Landing Sites Using Synthetic DEMs,,2008-10-00,"Patterson, G. W.; Lopez, N. R.; Blewett, D. T.; McGovern, J. A.",
2008LPICo1446..101P,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4070.pdf,Telemetric Biology: Evaluating In Situ Resources for Biological Payloads in a Lunar Lander,,2008-10-00,"Paul, A. -L.; Ferl, R. J.",
2008LPICo1446..102P,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4088.pdf,Global Space Exploration Until 2025 a European Perspective,,2008-10-00,"Peter, N.",
2008LPICo1446..103P,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4080.pdf,Future Robotic Study of Lunar Basins: Goals for Geochemistry and Geophysics,,2008-10-00,"Peters, S. T. M.; Monaghan, M. P.; Foing, B. H.",
2008LPICo1446..104P,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4054.pdf,Valuing Exploitation of Moon Resources Using Real Options,,2008-10-00,"Piccolo, F.; Perino, M. A.; Borriello, G.; Tuninetti, C.",
2008LPICo1446..105P,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4043.pdf,Robotic Exploration of the Moon: Prelude to Human Settlement and ISRU Exploitation,,2008-10-00,"Plescia, J. B.",
2008LPICo1446..106P,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4036.pdf,Automated Multi-Conditional Exploration Rover Series (AMCERS) - Low Cost Lunar Exploration,,2008-10-00,"Prabhakaran, V. S.",
2008LPICo1446..107Q,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4026.pdf,"Orbiting ""Earth-Safe"" Atomic Explosives for Defense Against Asteroids",,2008-10-00,"Quinn, L. P.",
2008LPICo1446..108Q,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4040.pdf,Excavation of Habitat Trench by a Single Precision Kinetic Bombardment,,2008-10-00,"Quinn, L. P.",
2008LPICo1446..109R,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4018.pdf,A Study of Transnational Mission Crew Management,,2008-10-00,"Raja, R. P.; Rakesh, A.; Krishna, T. N.",
2008LPICo1446..110R,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4019.pdf,"A Strategic Technological, Ethical and Socio-Legal Frame Work for a Sustainable Lunar Colonization",,2008-10-00,"Rakesh, A.; Raja, R. P.; Krishna, T. N.",
2008LPICo1446..111R,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4063.pdf,International Lunar Science Mission to the Descartes Formation,,2008-10-00,"Raupe, J. C.; Scott, L. F.",
2008LPICo1446..112R,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4008.pdf,Beyond Space Law: The Cultural Aspects of Lunar Colonization,,2008-10-00,"Richard, D. T.",
2008LPICo1446..113R,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4111.pdf,"Two Problems, One Solution - Microwave Sintering of Lunar Dust",,2008-10-00,"Rieber, R. R.; Seibert, M. A.",
2008LPICo1446..114R,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4077.pdf,A Multi-Purpose Analysis and Logistics Device for Lunar Exploration,,2008-10-00,"Rizzo, M.; Hall, B. C.; Pérez, M. K.",
2008LPICo1446..115R,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4031.pdf,Integrating a Modular Excavator as a Smart Tool into the Space Exploration Infrastructure Using Small Satellite Systems Protocols,,2008-10-00,"Rodriguez, G.; Slane, F.",
2008LPICo1446..116R,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4032.pdf,"With Endpoints Defined, an ISRU Roadmap Takes Shape",,2008-10-00,"Rodriguez, G.; Slane, F.; Johnson, L.; Westfall, R.",
2008LPICo1446..117S,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4064.pdf,Global Topography and Gravity Fields of the Moon by Kaguya (SELENE),,2008-10-00,"Sasaki, S.; Araki, H.; Hanada, H.; Namiki, N.; Iwata, T.; Asari, K.; Goossens, S.; Ishihara, Y.; Ishikawa, T.; Kawano, N.; Kikuchi, F.; Liu, Q.; Matsumoto, K.; Noda, H.; Tazawa, S.; Tsuruta, S.; Kurosawa, K.; Sugita, S.; Takano, T.",
2008LPICo1446..118S,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4089.pdf,Legal Aspects of Space Exploration,,2008-10-00,"Schrogl, K. -U.; Peter, N.",
2008LPICo1446..119S,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4104.pdf,The Science of Laws: Application to Lunar Governance,,2008-10-00,"Schrunk, D. G.",
2008LPICo1446..120S,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4029.pdf,The Moon's Surface May be a Self-sterilizing Environment for Terrestrial Microorganisms,,2008-10-00,"Schuerger, A. C.; Smith, D. J.",
2008LPICo1446..121S,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4075.pdf,Multispectral Hand Lens and Field Microscope,,2008-10-00,"Sellar, R. G.; Farmer, J. D.; Robinson, M. S.",
2008LPICo1446..122S,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4105.pdf,Preparing for the Next Generation of Lunar Sample Return,,2008-10-00,"Shearer, C.; Lofgren, G.; Neal, C.",
2008LPICo1446..123S,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4067.pdf,US Space Policy for Global Leadership,,2008-10-00,"Sinclair, A. H.",
2008LPICo1446..124S,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4068.pdf,Possibility of a Moon Based Terrestrial Defence System for the Earth,,2008-10-00,"Singh, J. P.",
2008LPICo1446..125S,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4045.pdf,Rapidly Deployable Blast Barriers for Lunar Surface Operations,,2008-10-00,"Smith, D. J.; Roberson, L. B.; Mueller, R.; Metzger, P.",
2008LPICo1446..126S,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4044.pdf,An Experimental Study of Lunar Reconnaissance Base with the Robotic Emplacements,,2008-10-00,"Sridhar, J.",
2008LPICo1446..127S,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4010.pdf,The Scientific Rationale and Technical Challenges of Drilling on the Moon and Mars,,2008-10-00,"Stoker, C. R.",
2008LPICo1446..128S,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4114.pdf,"Structural, Physical, and Compositional Analysis of Lunar Simulants and Regolith.",,2008-10-00,"Street, K.; Greenberg, P.; Gaier, J.",
2008LPICo1446..129T,https://www.lpi.usra.edu/meetings/leagilewg2008/pdf/4025.pdf,X-Ray Diffraction in the Field and Lab on the Moon,,2008-10-00,"Taylor, G. J.; Blake, D.; Gillis-Davis, J.; Chipera, S. J.; Bish, D.; Hammer, J.; Lucey, P.; Vaniman, D. T.; Sarrizin, P.",
